Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Categories,Images,Tax status,Tax class
simple,TG-69,Smart Sister,1,0,visible,"""Smart Sister"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Smart Sister"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Family. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Family,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/69-smart-sister-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/69-smart-sister-inside.webp",taxable,
simple,TG-70,Tips for a New Baby,1,0,visible,"""Tips for a New Baby"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Tips for a New Baby"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: New Baby. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > New Baby,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/70-tips-for-baby-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/70-tips-for-baby-inside.webp",taxable,
simple,TG-71,Miss You — Joke!,1,0,visible,"""Miss You — Joke!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Miss You — Joke!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/71-miss-you-joke-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/71-miss-you-joke-inside.webp",taxable,
simple,TG-72,Caution!,1,0,visible,"""Caution!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Caution!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/72-caution-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/72-caution-inside.webp",taxable,
simple,TG-73,Count Your Blessings,1,0,visible,"""Count Your Blessings"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Count Your Blessings"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Encouragement. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Encouragement,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/73-count-your-blessings-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/73-count-your-blessings-inside.webp",taxable,
simple,TG-74,Thinking of You,1,0,visible,"""Thinking of You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Thinking of You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/74-n-s-w-e-think-about-you-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/74-n-s-w-e-think-about-you-inside.webp",taxable,
simple,TG-76,An Overused Thank You,1,0,visible,"""An Overused Thank You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""An Overused Thank You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Thank You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Thank You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/76-thank-you-overused-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/76-thank-you-overused-inside.webp",taxable,
simple,TG-77,Money Can't Repay You,1,0,visible,"""Money Can't Repay You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Money Can't Repay You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Thank You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Thank You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/77-money-not-enough-to-pay-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/77-money-not-enough-to-pay-inside.webp",taxable,
simple,TG-78,Not a Bill!,1,0,visible,"""Not a Bill!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Not a Bill!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/78-important-message-not-a-bill-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/78-important-message-not-a-bill-inside.webp",taxable,
simple,TG-79,Others First,1,0,visible,"""Others First"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Others First"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Thank You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Thank You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/79-doing-for-others-your-priority-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/79-doing-for-others-your-priority-inside.webp",taxable,
simple,TG-80,For Busy People,1,0,visible,"""For Busy People"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""For Busy People"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/80-busy-people-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/80-busy-people-inside.webp",taxable,
simple,TG-81,3 Things for Survival,1,0,visible,"""3 Things for Survival"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""3 Things for Survival"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/81-3-things-for-survival-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/81-3-things-for-survival-inside.webp",taxable,
simple,TG-82,Can't Even Eat Breakfast,1,0,visible,"""Can't Even Eat Breakfast"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Can't Even Eat Breakfast"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/82-breakfast-cant-eat-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/82-breakfast-cant-eat-inside.webp",taxable,
simple,TG-83,Open Immediately!,1,0,visible,"""Open Immediately!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Open Immediately!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/83-open-immediately-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/83-open-immediately-inside.webp",taxable,
simple,TG-85,What a Miss,1,0,visible,"""What a Miss"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""What a Miss"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/85-what-a-miss-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/85-what-a-miss-inside.webp",taxable,
simple,TG-86,Congrats!,1,0,visible,"""Congrats!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Congrats!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Congratulations. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Congratulations,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/86-congrats-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/86-congrats-inside.webp",taxable,
simple,TG-87,The Graduate,1,0,visible,"""The Graduate"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""The Graduate"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Graduation. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Graduation,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/87-graduate-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/87-graduate-inside.webp",taxable,
simple,TG-88,"Graduate, You're Great",1,0,visible,"""Graduate, You're Great"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Graduate, You're Great"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Graduation. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Graduation,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/88-graduate-you-are-great-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/88-graduate-you-are-great-inside.webp",taxable,
simple,TG-89,Something Special (Grad),1,0,visible,"""Something Special (Grad)"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Something Special (Grad)"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Graduation. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Graduation,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/89-think-something-special-grad-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/89-think-something-special-grad-inside.webp",taxable,
simple,TG-90,Twists and Turns,1,0,visible,"""Twists and Turns"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Twists and Turns"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Encouragement. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Encouragement,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/90-twists-and-turns-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/90-twists-and-turns-inside.webp",taxable,
simple,TG-91,Forgot You Existed,1,0,visible,"""Forgot You Existed"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Forgot You Existed"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/91-forgot-your-existance-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/91-forgot-your-existance-inside.webp",taxable,
simple,TG-92,The Deepest Place in My Heart,1,0,visible,"""The Deepest Place in My Heart"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""The Deepest Place in My Heart"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Sympathy. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Sympathy,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/92-deepest-place-in-heart-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/92-deepest-place-in-heart-inside.webp",taxable,
simple,TG-93,The Chase,1,0,visible,"""The Chase"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""The Chase"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/93-owner-chase-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/93-owner-chase-inside.webp",taxable,
simple,TG-94,Searching for Words to Thank You,1,0,visible,"""Searching for Words to Thank You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Searching for Words to Thank You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Thank You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Thank You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/94-search-words-to-thank-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/94-search-words-to-thank-inside.webp",taxable,
simple,TG-95,Forgive Me — Congrats!,1,0,visible,"""Forgive Me — Congrats!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Forgive Me — Congrats!"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Congratulations. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Congratulations,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/95-forgive-me-congrats-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/95-forgive-me-congrats-inside.webp",taxable,
simple,TG-96,Nothing I Can Do or Say,1,0,visible,"""Nothing I Can Do or Say"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Nothing I Can Do or Say"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Sympathy. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Sympathy,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/96-nothing-can-do-or-say-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/96-nothing-can-do-or-say-inside.webp",taxable,
simple,TG-97,I Think of You All the Time,1,0,visible,"""I Think of You All the Time"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""I Think of You All the Time"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/97-think-you-all-time-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/97-think-you-all-time-inside.webp",taxable,
simple,TG-98,Define: Wonderful Person,1,0,visible,"""Define: Wonderful Person"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Define: Wonderful Person"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/98-define-wonderful-person-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/98-define-wonderful-person-inside.webp",taxable,
simple,TG-99,"Special Day, Special Moments",1,0,visible,"""Special Day, Special Moments"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Special Day, Special Moments"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/99-special-day-special-moments-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/99-special-day-special-moments-inside.webp",taxable,
simple,TG-100,Why Birthdays Are Happy Days,1,0,visible,"""Why Birthdays Are Happy Days"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Why Birthdays Are Happy Days"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Birthday. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Birthday,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/100-why-birthday-happy-day-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/100-why-birthday-happy-day-inside.webp",taxable,
simple,TG-101,President of the USA,1,0,visible,"""President of the USA"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""President of the USA"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/101-president-of-usa-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/101-president-of-usa-inside.webp",taxable,
simple,TG-102,"Think Good, Think Again",1,0,visible,"""Think Good, Think Again"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Think Good, Think Again"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/102-think-good-think-again-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/102-think-good-think-again-inside.webp",taxable,
simple,TG-103,Sorry for Bothering — Happy Birthday,1,0,visible,"""Sorry for Bothering — Happy Birthday"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Sorry for Bothering — Happy Birthday"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Birthday. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Birthday,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/103-sorry-for-bothering-happy-bday-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/103-sorry-for-bothering-happy-bday-inside.webp",taxable,
simple,TG-104,Boggle Birthday,1,0,visible,"""Boggle Birthday"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Boggle Birthday"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Birthday. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Birthday,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/104-boggle-bday-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/104-boggle-bday-inside.webp",taxable,
simple,TG-105,Happiest Day on Earth,1,0,visible,"""Happiest Day on Earth"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Happiest Day on Earth"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Birthday. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Birthday,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/105-bday-happiest-day-on-earth-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/105-bday-happiest-day-on-earth-inside.webp",taxable,
simple,TG-106,Family Is a Blessing,1,0,visible,"""Family Is a Blessing"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Family Is a Blessing"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Family. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Family,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/106-family-is-a-blessing-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/106-family-is-a-blessing-inside.webp",taxable,
simple,TG-107,Hate Having a Sister Like You,1,0,visible,"""Hate Having a Sister Like You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Hate Having a Sister Like You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Family. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Family,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/107-hate-having-sister-like-you-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/107-hate-having-sister-like-you-inside.webp",taxable,
simple,TG-108,If You Think This Means You,1,0,visible,"""If You Think This Means You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""If You Think This Means You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/108-if-you-think-this-means-you-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/108-if-you-think-this-means-you-inside.webp",taxable,
simple,TG-109,Warning: Side Effects,1,0,visible,"""Warning: Side Effects"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Warning: Side Effects"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Birthday. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Birthday,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/109-bday-warning-side-effects-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/109-bday-warning-side-effects-inside.webp",taxable,
simple,TG-110,Greatest Teacher,1,0,visible,"""Greatest Teacher"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Greatest Teacher"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Thank You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Thank You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/110-greatest-teacher-dictionary-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/110-greatest-teacher-dictionary-inside.webp",taxable,
simple,TG-111,A Moment of Silence,1,0,visible,"""A Moment of Silence"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""A Moment of Silence"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Sympathy. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Sympathy,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/111-moment-of-silence-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/111-moment-of-silence-inside.webp",taxable,
simple,TG-112,Long-Neck Giraffe,1,0,visible,"""Long-Neck Giraffe"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Long-Neck Giraffe"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Miss You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Miss You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/112-long-neck-giraffe-miss-you-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/112-long-neck-giraffe-miss-you-inside.webp",taxable,
simple,TG-113,Doing and Thanking,1,0,visible,"""Doing and Thanking"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Doing and Thanking"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Thank You. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Thank You,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/113-doing-and-thanking-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/113-doing-and-thanking-inside.webp",taxable,
simple,TG-114,Delighted to Share Our Joy — Girl,1,0,visible,"""Delighted to Share Our Joy — Girl"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Delighted to Share Our Joy — Girl"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: New Baby. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > New Baby,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/114-delighted-share-joy-girl-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/114-delighted-share-joy-girl-inside.webp",taxable,
simple,TG-115,Delighted to Share Our Joy — Boy,1,0,visible,"""Delighted to Share Our Joy — Boy"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Delighted to Share Our Joy — Boy"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: New Baby. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > New Baby,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/115-delighted-share-joy-boy-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/115-delighted-share-joy-boy-inside.webp",taxable,
simple,TG-116,3 Facts About You,1,0,visible,"""3 Facts About You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""3 Facts About You"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/116-3-facts-about-you-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/116-3-facts-about-you-inside.webp",taxable,
simple,TG-117,Bother? Knock Knock,1,0,visible,"""Bother? Knock Knock"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Bother? Knock Knock"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/117-bother-knock-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/117-bother-knock-inside.webp",taxable,
simple,TG-118,Tips for Vacation,1,0,visible,"""Tips for Vacation"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside.","""Tips for Vacation"" — a witty, hand-illustrated greeting card by Trademark Greetings. Front cover shown; the message is inside. Category: Just Because. Blank envelope included. Sold individually.",1,100,3.95,Greeting Cards > Just Because,"https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/118-tips-vacation-front.webp, https://raw.githubusercontent.com/jgffyjbv/trademarkgreetings/main/assets/cards/118-tips-vacation-inside.webp",taxable,
